Catalog Number,Kind of Object,Scientific Name,Family,Phylum,Class,Order,Identified By,Date Identified,Current Identification,Other Identifications,Type Status,Type Citations,Kind of Voucher,Classification,Common Name,Collection Name,Specimen Count,Sex and Stage,Preparation,Station Number,Collector(s),Date Collected,Collection Method,Ocean,Sea/Gulf,Bay/Sound,Country,Province/State,District/County,City/Town,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Expedition Name,Vessel,Cruise,River Basin,Microhabitat Description,Depth (m),Depth Notes,Geologic Age,Notes,Field Number(s),Other Numbers (Type : Value),Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
USNM 1204583,Specimen/Lot,"Pocillopora ligulata Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora ligulata Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,54,,30-Jul-30,,North Pacific Ocean,,,United States,Hawaii,,,Pearl And Hermes Reef,,,,,,,,,,,,"Tag: Pocillopora lingulata, #34, initials T. H.",,###############################################################################################################################################################################################################################################################,,,,,,,,,,11/18/2014 15:54,http://n2t.net/ark:/65665/3e9f48286-eb09-43d1-99c0-325dfd0bd744
USNM 15736,Specimen/Lot,"Pocillopora ligulata Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora ligulata Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,Oberlin,,,North Pacific Ocean,,,,,,,Hawaiian Ids,,,,,,,,,,,,Tag: Oberlin Colleg/ Acc. 18488. No Acc. 18488 in EMU,,###############################################################################################################################################################################################################################################################,,,,,,,,,,3/29/2017 16:54,http://n2t.net/ark:/65665/320694058-2103-4b8a-8df3-9de485ea5366
USNM 21997,Specimen/Lot,"Pocillopora ligulata Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Duerden, J. E.",,"Pocillopora ligulata Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Duerden, J. E.",,,North Pacific Ocean,,,United States,Hawaii,,,"Molokai Island, Pukoo",,,,,,,,,,,,Tag: Recd from Carnegie Institution,,,,,,,,,,,,3/29/2017 16:54,http://n2t.net/ark:/65665/3aa3893fb-ffaf-4eaf-b4ac-c0307e246b66
USNM 21996,Specimen/Lot,"Pocillopora ligulata Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Duerden, J. E.",,"Pocillopora ligulata Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,2,,,,"Duerden, J. E.",,,North Pacific Ocean,,,United States,Hawaii,,,"Oahu Island, Waikiki",,,,,,,,,,,,Tag: Recd from Carnegie Institution,,,,,,,,,,,,3/29/2017 16:54,http://n2t.net/ark:/65665/349979cac-24bc-4559-8152-a12c775b7727
USNM 15737,Specimen/Lot,"Pocillopora ligulata Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora ligulata Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,Oberlin,,,North Pacific Ocean,,,,,,,Hawaiian Ids,,,,,,,,,,,,,,,,,,,,,,,,3/29/2017 16:54,http://n2t.net/ark:/65665/321f09951-acf2-4f50-8a45-6b045eab624d
USNM 15725,Specimen/Lot,"Pocillopora ligulata Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora ligulata Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,Oberlin College,,,North Pacific Ocean,,,,,,,Hawaiian Islands,,,,,,,,,,,,"Tag: ""Oberlin College Acc. 18488"" No NMNH Acc. 18488 in EMU",,,,,,,,,,,,3/29/2017 16:51,http://n2t.net/ark:/65665/3dc39d8fe-f867-4abf-b80b-bdf589f30ebf
USNM 20976,Specimen/Lot,"Pocillopora ligulata Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Brigham, W. T.",,"Pocillopora ligulata Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Brigham, W. T.",,,North Pacific Ocean,,,,,,,Hawaiian Islands,,,,,,,,,,,,"Tag: ""W. T. Brigham No. 91""",,tag : 91,,,,,,,,,,3/29/2017 16:51,http://n2t.net/ark:/65665/3a8f40add-a3a3-415b-b5c5-774b5037ad2e
USNM 20975,Specimen/Lot,"Pocillopora ligulata Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Brigham, W. T.",,"Pocillopora ligulata Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 Mixed Lot,,,,"Brigham, W. T.",,,North Pacific Ocean,,,,,,,Hawaiian Islands,,,,,,,,,,,,"Tag: ""W. T. Brigham No. 31""",,tag : 31,,,,,,,,,,3/29/2017 16:51,http://n2t.net/ark:/65665/33f173407-2dbf-4140-a6d5-b9557a2618f7
USNM 20981,Specimen/Lot,"Pocillopora ligulata Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Brigham, W. T.",,"Pocillopora ligulata Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,2 Fragment(s),,,,"Brigham, W. T.",,,North Pacific Ocean,,,United States,Hawaii,,,Molokai Island,,,,,,,,,,,,,,,,,,,,,,,,3/29/2017 16:51,http://n2t.net/ark:/65665/35524e56d-b696-4f6f-9c07-895670dc6ff8
USNM 20980,Specimen/Lot,"Pocillopora ligulata Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Brigham, W. T.",,"Pocillopora ligulata Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Brigham, W. T.",,,North Pacific Ocean,,,,,,,Hawaiian Islands,,,,,,,,,,,,,,Specimen_Num_Collector : W. T. B. 92,,,,,,,,,,3/29/2017 16:51,http://n2t.net/ark:/65665/379784a5e-a96e-41c0-9ab0-9a55dd1f9cd4
USNM 20973,Specimen/Lot,"Pocillopora ligulata Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Brigham, W. T.",,"Pocillopora ligulata Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 Mixed Lot,,,,"Brigham, W. T.",,,North Pacific Ocean,,,,,,,Hawaiian Islands,,,,,,,,,,,,"Tag: ""W. T. B. No. 29""",,tag : 29,,,,,,,,,,3/29/2017 16:51,http://n2t.net/ark:/65665/36ed70c41-b8ff-494d-96e5-f0e7744ff0a4
USNM 1204585,Specimen/Lot,"Pocillopora ligulata Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Brigham, W. T.",,"Pocillopora ligulata Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Brigham, W. T.",,,North Pacific Ocean,,,United States,Hawaii,,,Molokai Island,,,,,,,,,,,,"Tag on this specimen says: #20974. However, 20974 already exists in EMU - where the record indicates 2 specimes in the orignal count, of which only one can now be found, Other information for the tp sepcimens is identical except that 20974 is identified as P. aspera.",,,,,,,,,,,,3/29/2017 16:51,http://n2t.net/ark:/65665/338b0a8be-cfb5-4532-88f6-397fe4b970fb
USNM 20991,Specimen/Lot,"Pocillopora ligulata Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Brigham, W. T.",,"Pocillopora ligulata Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Brigham, W. T.",,,North Pacific Ocean,,,,,,,Hawaiian Islands,,,,,,,,,,,,"Tag"" ""No. 32 W. T. B.""",,tag : 32,,,,,,,,,,3/29/2017 16:51,http://n2t.net/ark:/65665/367633567-7736-4591-893a-7de4cb6f1ac1
USNM 20978,Specimen/Lot,"Pocillopora ligulata Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Brigham, W. T.",,"Pocillopora ligulata Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Brigham, W. T.",,,North Pacific Ocean,,,,,,,Hawaiian Islands,,,,,,,,,,,,"Tag:"" W. T. B. 3""5",,tag : 35,,,,,,,,,,3/29/2017 16:51,http://n2t.net/ark:/65665/35b398586-d834-419a-ab1f-afa9c6aaaeba
USNM 20979,Specimen/Lot,"Pocillopora ligulata Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Brigham, W. T.",,"Pocillopora ligulata Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Brigham, W. T.",,,North Pacific Ocean,,,,,,,Hawaiian Islands,,,,,,,,,,,,"TAG: ""W. T. B. no. 93""",,Tag : 93,,,,,,,,,,3/29/2017 16:51,http://n2t.net/ark:/65665/3a6086dfb-17f5-4023-8048-e522e915b971
USNM 15740,Specimen/Lot,"Pocillopora ligulata Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora ligulata Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,Oberlin College,,,North Pacific Ocean,,,,,,,Hawaiian Islands,,,,,,,,,,,,Tag 1: #14 Ta 2: Oberlin College Acc. 18488. No Acc #18488 in EMU,,Tag : 14,,,,,,,,,,3/29/2017 16:51,http://n2t.net/ark:/65665/333e53fad-4f6e-4dcd-b4f5-706018d9b6c7
USNM 1204725,Specimen/Lot,"Pocillopora ligulata Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Newell, Norman Dennis",,"Pocillopora ligulata Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Newell, N. D.",1952,,South Pacific Ocean,,,French Polynesia,,,,"Tuamotu Archipelago, Raroia Atoll",,,,"Geological Reconnaissance of Raroia (Kon Tiki) Atoll, Tuamotu Archipelago",,,,,,,,A second specimen has an identical tag except that the specimen number is 173 AND its idenitification was redetermined by Kosmynin in 1995 to Porocilla meandrina.,,Tag : 184,,,,,,,,,,3/29/2017 16:51,http://n2t.net/ark:/65665/379a72ce5-82b7-43b9-ab6f-987b8ddfe5b2
USNM 44401,Specimen/Lot,"Pocillopora ligulata Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",5-Aug-47,"Pocillopora ligulata Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,10,"Wells, J. W.",5-Aug-47,,North Pacific Ocean,,,Marshall Islands,,,,"Ralik Chain, Bikini Atoll, Lithothamnion Ridge, Windward Reef between Bikini Island and Aomoen Island",,,,,,,,,,,,Tag: #6153,,Tag : 6153,,,,,,,,,,3/29/2017 16:51,http://n2t.net/ark:/65665/3ff731737-7c37-4bcc-b903-393c9a86d479
USNM 44402,Specimen/Lot,"Pocillopora ligulata Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",1946,"Pocillopora ligulata Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,10F,"Wells, J. W.",,,North Pacific Ocean,,,Marshall Islands,,,,"Ralik Chain, Bikini Atoll, Reef Patch, Lagoon Side",,,,,,,,,,,,,,,172586,,,,,,,,,3/29/2017 16:41,http://n2t.net/ark:/65665/3581c0fb5-ee15-4fa8-8563-79bb5cbad34a
USNM 20977,Specimen/Lot,"Pocillopora ligulata Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Brigham, W. T.",,"Pocillopora ligulata Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Brigham, W. T.",,,North Pacific Ocean,,,,,,,Hawaiian Islands,,,,,,,,,,,,Tag = W. T. B. no. 130,,Tag : 130,,,,,,,,,,3/29/2017 16:51,http://n2t.net/ark:/65665/33bdc392f-f70c-402e-8855-de364afaf128
USNM 15742,Specimen/Lot,"Pocillopora ligulata Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora ligulata Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,Oberlin College,,,North Pacific Ocean,,,,,,,Hawaiian Islands,,,,,,,,,,,,"Tag: Acc. 18488, no matching number in EMU",,,,,,,,,,,,3/29/2017 16:51,http://n2t.net/ark:/65665/3a73f489d-518b-4493-a3ca-b3bc9e09b02b
USNM 78776,Specimen/Lot,Pocillopora lobata Dana,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,Pocillopora lobata Dana : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Garcia, H.",Oct-82,,South Pacific Ocean,,,Chile,,,,Sala Y Gomez Island,,,,,,,,,,,,,,,373757,,,,,,,,,3/29/2017 16:58,http://n2t.net/ark:/65665/32c17028f-6a3d-46da-a371-70e94d411930
USNM 78778,Specimen/Lot,Pocillopora lobata Dana,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,Pocillopora lobata Dana : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Garcia, H.",Oct-82,,South Pacific Ocean,,,Chile,,,,Sala Y Gomez Island,,,,,,,,,,,,,,,373757,,,,,,,,,3/29/2017 16:58,http://n2t.net/ark:/65665/3fa6d03f5-7fce-4c19-828d-43890ea918f7
USNM 1204730,Specimen/Lot,"Pocillopora lobifera Milne Edwards & Haime, 1860",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora lobifera Milne Edwards & Haime, 1860 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,9,,,,"Rehder, H. A.",9-Apr-71,,South Pacific Ocean,,,French Polynesia,,,,"Tuamotu Archipelago, Rangiroa Atoll, Tepaetia Island, Passe Avatoru",,,,,,,,,0 to 1,,,"Tag identifies these as P. lobifera, which not a currently active species name. This issue is being researched.",,,,,,,,,,,,4/26/2019 16:46,http://n2t.net/ark:/65665/3d58ce705-e3e5-4199-9ea7-01c1e8bd2e41
USNM 1204731,Specimen/Lot,"Pocillopora lobifera Milne Edwards & Haime, 1860",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora lobifera Milne Edwards & Haime, 1860 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Rehder, H. A.",9-Apr-71,,South Pacific Ocean,,,French Polynesia,,,,"Tuamotu Archipelago, Rangiroa Atoll, Tepaetia Island, Passe Avatoru",,,,,,,,,0 to 1,,,"Tag: ""Label lost Pocillopora lobifera Rangiroa?"" lobifera is not a currently active species name - this issue is being researched.",,,,,,,,,,,,4/26/2019 16:46,http://n2t.net/ark:/65665/326b7ee39-8492-4525-8d7a-8a8552f856db
USNM 87882,Specimen/Lot,"Pocillopora maddenensis Budd in Budd et al., 1992",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Budd, A. F.",,"Pocillopora maddenensis Budd in Budd et al., 1992 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,Holotype,"Budd. 1992. J. Paleont. 66(4): 575-576, fig.3.1.",,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,8 Fragment(s),,,,"Stewart, R.; Stewart, J.",Mar-84,,,,,Panama,,,,Madden Lake,9.25,-79.58,,,,,,,,,Eocene,,,,365029,,,,,,,,,4/20/2018 20:42,http://n2t.net/ark:/65665/3ae8e3df0-c68d-40ce-b987-df66bca88051
USNM M   156328,Specimen/Lot,Pocillopora madrepora,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,Pocillopora madrepora : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,,,,,,,Italy,,,,,,,,,,,,,,,Oligocene,,,,,,,,,,,,,2/6/2015 15:56,http://n2t.net/ark:/65665/385af58d6-f839-43e0-ac2e-5934c0e0e43e
USNM M    18529,Specimen/Lot,Pocillopora madrepora,Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,Pocillopora madrepora : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,2,,,,,,,,,,France,,,,,,,,,,,,,,,Eocene,,,,,,,,,,,,,2/6/2015 15:56,http://n2t.net/ark:/65665/3ad5b3e7d-4d47-4f55-a82f-280d270d5ee2
USNM 100264,Specimen/Lot,"Pocillopora meandrina Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,Bonilla; Carricart,,"Pocillopora meandrina Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Reyes-Bonilla, H.",25-Nov-97,,North Pacific Ocean,,,,,,,Clipperton Island,,,,,,,,,12,,,Restricted Use: USFWS,,,2010794,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/3329c2a22-b99c-4ede-b6b2-3cbf10efcadf
USNM 100525,Specimen/Lot,"Pocillopora meandrina Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Humes, Arthur G., Boston University",,"Pocillopora meandrina Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,2081,"Humes, A. G.",10-Nov-82,,North Pacific Ocean,,,United States,Hawaii,,,"Oahu Island, Kaneohe Bay",,,,,,,,,,,,,Humes 2081,,2015189,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/3be3c113d-d09d-4116-9e79-8f48f4621a36
USNM 77665,Specimen/Lot,"Pocillopora meandrina Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Randall, R.",,"Pocillopora meandrina Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Belk, D.",Aug-69,,North Pacific Ocean,,,Guam,,,,Tumon Bay,,,,,,,,,,,,,,,369133,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/361f8c9c4-cc2a-443f-ac3a-5477df461b67
USNM 79179,Specimen/Lot,"Pocillopora meandrina Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Kosmynin, Vladimir N., University of Georgia (UNITED STATES)",1995,"Pocillopora meandrina Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",Pocillopora sp.,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,JS-11,"Stefani, J.; Schotte, M.; Kensley, B. F.",1-Apr-87,,Indian Ocean,,,Seychelles,,,,"Aldabra Atoll, Ile Picard, W Of Settlement",,,,,,,,,1 to 2,,,,,,355515,,,,,,,,,3/29/2017 16:44,http://n2t.net/ark:/65665/3015c0f24-f407-4828-8814-c26393ad65d6
USNM 79186,Specimen/Lot,"Pocillopora meandrina Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Kosmynin, Vladimir N., University of Georgia (UNITED STATES)",1995,"Pocillopora meandrina Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",Pocillopora sp.,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,JS-13,"Stefani, J.; Schotte, M.; Clark, J.; Kensley, B. F.",6-Apr-87,,Indian Ocean,,,Seychelles,,,,"Aldabra Atoll, Ile Picard, E Of, In Lagoon",,,,,,,,,1 to 2,,,"Previous entry in EMU: P. sp./identified by Cairns, May 1987 Label: identified as P.meandrina by Kosmynin, 1995. ID changed to meandrina",,,355515,,,,,,,,,3/29/2017 16:44,http://n2t.net/ark:/65665/301b8bd86-8d7a-40d3-8833-411f0a2c4e6c
USNM 79187,Specimen/Lot,"Pocillopora meandrina Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Kosmynin, Vladimir N., University of Georgia (UNITED STATES)",1995,"Pocillopora meandrina Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",Pocillopora sp.,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,JS-11,"Stefani, J.; Schotte, M.; Kensley, B. F.",1-Apr-87,,Indian Ocean,,,Seychelles,,,,"Aldabra Atoll, Ile Picard, W Of Settlement",,,,,,,,,1 to 2,,,"Previous entry in EMU: P. sp./identified by Cairns, May 1987 Label: identified as P.meandrina by Kosmynin, 1995. ID changed to meandrina",,,355515,,,,,,,,,3/29/2017 16:44,http://n2t.net/ark:/65665/36bbe9f7b-8fcf-4184-af5b-8bf956dd1aeb
USNM 79314,Specimen/Lot,"Pocillopora meandrina Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Kosmynin, Vladimir N., University of Georgia (UNITED STATES)",1995,"Pocillopora meandrina Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",Pocillopora sp.,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,JS-16,"Stefani, J.; Kensley, B. F.",11-Apr-87,,Indian Ocean,,,Seychelles,,,,"Aldabra Atoll, East Channel, E Of Middle Camp",,,,,,,,,0.5 to 2.5,,,"Previous entry in EMU: P. sp./identified by Cairns, May 1987 Label: identified as P.meandrina by Kosmynin, 1995. ID changed to meandrina",,,355515,,,,,,,,,3/29/2017 16:44,http://n2t.net/ark:/65665/3147a0d89-4552-42b2-8ef9-97e34c2c9174
USNM 79495,Specimen/Lot,"Pocillopora meandrina Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Kosmynin, Vladimir N., University of Georgia (UNITED STATES)",1995,"Pocillopora meandrina Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",Pocillopora sp.,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,HA-67-51,"Fehlmann, H. A.",23 Jul 1967 (10 JUL 1967),Hand,Indian Ocean,,,British Indian Ocean Territory,,,,"Chagos Archipelago, Diego Garcia Island",-7.2514,72.45,,Diego Garcia Survey,,,,,0 to 0.75,,,Previously enetered in EMU as Pocillopora sp./identifed 1987 by Cairns Label reads P. meandrina/idnetified in 1995 by Kosmynin. ID has been changed to meandrina,,,372336,,,,,,,,,2/26/2019 18:39,http://n2t.net/ark:/65665/35b6dc7a5-600d-4e94-866a-40b1438aeb04
USNM 79677,Specimen/Lot,"Pocillopora meandrina Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Pocillopora meandrina Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,3 Fragment(s),,,,"Ricketts, E. F.",19-Mar-40,,North Pacific Ocean,,,Mexico,Baja California,,,"Cape San Lucas, Pulmo Reef",,,,,,,,,,,,,,,373757,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/3e0689067-e879-4655-aa17-ae0fe0f5f84b
USNM 80294,Specimen/Lot,"Pocillopora meandrina Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Pocillopora meandrina Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,,14-May-50,,North Pacific Ocean,,,Marshall Islands,,,,"Ratak Chain, Arno Atoll, Anchorage Reef, Inner Acropora Zone",,,,,,,,,,,,,,,373757,,,,,,,,,10/20/2014 12:21,http://n2t.net/ark:/65665/3873b2451-91b0-4d53-99ea-c5e881a1c538
USNM 80295,Specimen/Lot,"Pocillopora meandrina Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Pocillopora meandrina Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,Wainwright,1959,,North Pacific Ocean,,,United States,Hawaii,,,Oahu Island,,,,,,,,,,,,,,,373757,,,,,,,,,3/29/2017 16:57,http://n2t.net/ark:/65665/3b2273f56-ddba-487e-9b78-846852633aa0
