Catalog Number,Kind of Object,Scientific Name,Family,Phylum,Class,Order,Identified By,Date Identified,Current Identification,Other Identifications,Type Status,Type Citations,Kind of Voucher,Classification,Common Name,Collection Name,Specimen Count,Sex and Stage,Preparation,Station Number,Collector(s),Date Collected,Collection Method,Ocean,Sea/Gulf,Bay/Sound,Country,Province/State,District/County,City/Town,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Expedition Name,Vessel,Cruise,River Basin,Microhabitat Description,Depth (m),Depth Notes,Geologic Age,Notes,Field Number(s),Other Numbers (Type : Value),Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
USNM 81208,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,Wainwright,1965,,South Pacific Ocean,,,Solomon Islands,,,,,,,,,,,,,,,,,,,373757,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/31828d9e4-4dd6-4878-bce5-f3eefba1b6cf
USNM 81231,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,Kuenzler; Pomeroy,11-Aug-60,,North Pacific Ocean,,,Marshall Islands,,,,"Ralik Chain, Enewetak Atoll, Japtan Island, North Reef, Quadrat 31-52",,,,,,,,,0.2 to 0.8,,,,,,373757,,,,,,,,,3/29/2017 16:56,http://n2t.net/ark:/65665/38472d3f1-4d76-4b4e-b7d3-018ee5a90ae0
USNM 81232,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,GA64-20A,Garth,,,Indian Ocean,,,Maldives,,,,"Male Atoll, Imma Island",,,,IIOE,Te Vega R/V,7,,,,,,,,,373757,,,,,,,,,3/29/2017 17:00,http://n2t.net/ark:/65665/34bc285a8-1c2d-4924-8d20-37b26afff5ff
USNM 81443,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,2,,,,Catala,,,South Pacific Ocean,,,New Caledonia,,,,Banc Gail,,,,,,,,,35,,,,,,373757,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/3853e9fa1-c81a-40aa-a9de-b5b5fe1d5522
USNM 81557,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Talbot, F. H.",16-Aug-57,,Indian Ocean,,,Tanzania,,,,"Zanzibar Island, Tutia Reef, sect",,,,,,,,,,,,,,,373757,,,,,,,,,3/29/2017 16:55,http://n2t.net/ark:/65665/357d60dee-15a6-4d19-8749-80a65ffe0004
USNM 81618,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,3,,,1805,"Humes, A. G.",2-May-75,,South Pacific Ocean,Banda Sea,,Indonesia,Moluccas,,,"Banda Islands, Naira Island, South Shore Of",-4.5292,129.893,,,Alpha Helix R/V,,,,1.5,,,,Humes 1805,,373757,,,,,,,,,3/29/2017 16:55,http://n2t.net/ark:/65665/331600bb9-065c-4cda-a77c-d06b9a8a4e20
USNM 81622,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,3 Mixed Lot,,,1894,"Humes, A. G.",19-May-75,,North Pacific Ocean,Halmahera Sea,,Indonesia,Moluccas,,,"Halmahera Island, Karang Mie",0.3353,128.42,,,Alpha Helix R/V,,,,3,,,,Humes 1894,,373757,,,,,,,,,3/29/2017 16:41,http://n2t.net/ark:/65665/3911c650c-14e1-4939-a1f0-56a7de290809
USNM 81623,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,3,,,1586,"Halverson, R. C.; Humes, A. G.",1-Jul-71,,South Pacific Ocean,,,New Caledonia,,,,"Noumea, Mando Island, West Of",-22.3164,166.158,,,,,,,2,,,,Humes 1586,,373757,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/3f447e294-5556-4cfa-99e4-ca70808cad1a
USNM 85910,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Glynn, P. W.",,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Glynn, P. W.",16-Nov-83,,North Pacific Ocean,Gulf of Panama,,Panama,,,,"Panama Bay, Taboguilla Island",8.7944,-79.5417,,Smithsonian STRI Panama Survey,,,,,,,,"84-Pd I, 0 Blocks, Undecalcified Tissue, Stored In 70% Etoh,",,,388974,,,,,,,,,11/2/2021 18:18,http://n2t.net/ark:/65665/3720b8457-5375-4ba4-a235-7f944c81b287
USNM 85911,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Glynn, P. W.",,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Glynn, P. W.",16-Nov-83,,North Pacific Ocean,Gulf of Panama,,Panama,,,,"Panama Bay, Taboguilla Island",8.7944,-79.5417,,Smithsonian STRI Panama Survey,,,,,,,,"84-Pd Ii, 0 Blocks, Undecalcifiedtissue, Stored In 70% Etoh",,,388974,,,,,,,,,11/2/2021 18:19,http://n2t.net/ark:/65665/341ab515a-ef76-4a1a-a23b-cf5f7e726284
USNM 85912,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Glynn, P. W.",,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Glynn, P. W.",16-Nov-83,,North Pacific Ocean,Gulf of Panama,,Panama,,,,"Panama Bay, Taboguilla Island",8.7944,-79.5417,,Smithsonian STRI Panama Survey,,,,,,,,"84-Pe I, 0 Blocks, Undecalcified Tissue, Stored In 70% Etoh",,,388974,,,,,,,,,11/2/2021 18:19,http://n2t.net/ark:/65665/3f5626618-1788-435b-bbce-9ce8015381bf
USNM 85913,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Glynn, P. W.",,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Glynn, P. W.",16-Nov-83,,North Pacific Ocean,Gulf of Panama,,Panama,,,,"Panama Bay, Taboguilla Island",8.7944,-79.5417,,Smithsonian STRI Panama Survey,,,,,,,,"84-Pe Ii, 0 Blocks, Undecalcifiedtissue, Stored In 70% Etoh",,,388974,,,,,,,,,11/2/2021 18:19,http://n2t.net/ark:/65665/3395ff65c-0559-49ee-9cbc-ee808963e16b
USNM 85914,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Glynn, P. W.",,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Glynn, P. W.",16-Nov-83,,North Pacific Ocean,Gulf of Panama,,Panama,,,,"Panama Bay, Taboguilla Island",8.7944,-79.5417,,Smithsonian STRI Panama Survey,,,,,,,,"84-Pe Iii, 0 Blocks, Undecalcified Tissue, Stored In 70% Etoh",,,388974,,,,,,,,,11/2/2021 18:20,http://n2t.net/ark:/65665/35bada03a-ebbe-4da7-81da-13b52f3b8c04
USNM 89674,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Veron, J. E.N.",,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,P.L.,15-Oct-76,,North Pacific Ocean,,,Marshall Islands,,,,"Ralik Chain, Enewetak Atoll, M-Boat Buoy Reef, Leeward Lagoon, By Island Shore",,,,,,,,,17,,,,,,324599,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/3db2bd192-dde0-48b0-a871-ef2fc4b061b0
USNM 89675,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Veron, J. E.N.",,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Stimson, J.",3-Oct-76,,North Pacific Ocean,,,Marshall Islands,,,,"Ralik Chain, Enewetak Atoll, Enewetak Island, Marine Pier Pinnacle",11.365,162.35,,,,,,,,,,,,,324599,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/37c72e8ab-50e5-4a62-b5a9-1d2995029b13
USNM 89893,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Paulay, Gustav",,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Paulay, G.",14-Oct-86,,South Pacific Ocean,,,Cook Islands,,,,"Aitutaki Atoll, Ureia, Just Behind Outer Reef Flat",-18.85,-159.78,,,,,,,,,,,,,376791,,,,,,,,,5/14/2019 17:16,http://n2t.net/ark:/65665/35399c173-0c31-415c-a6e0-05867cc13319
USNM 90362,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",1991,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,2 Fragment(s),,,NOT REC.,United States Fish Commission,1908 to 1909,,North Pacific Ocean,,,Philippines,Zambales,,,"Luzon Island, Olongapo",,,,Philippines Expedition,Albatross R/V,,,,,,,,,,233827,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/3183f6c9a-ca3b-433d-816e-c692b22f539a
USNM 90516,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Kosmynin, V. N.",1995,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria","Pocillopora verrucosa (Ellis & Solander, 1786)",,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,2,,,,Kellers; Pierce,,,North Pacific Ocean,,,Philippines,,,,"Luzon Island, Makajolon Island",,,,,,,,,,,,"Date of Kosmynin idneotficiation ulcear: 1993 on printed tag, 1995 in EMU",,,99399,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/3704c474d-8c61-4f6a-8f74-0b80f99d86ff
USNM 90521,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",1991,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,6 ca.,,,,"Reese, A. M.",,,North Pacific Ocean,,,Philippines,Bataan,,,"Luzon Island, Mariveles",14.43,120.48,,,,,,,,,,,,,56023,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/3eb78b79f-75c1-4696-a587-44321aa026ce
USNM 90629,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",1991,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,2,,,SHORE,United States Fish Commission,9-Feb-08,,North Pacific Ocean,,,Philippines,Sulu,,,"Sulu Archipelago, Jolo Island, Marungas Island",6.12,121,,Philippines Expedition,Albatross R/V,,,,,,,,,,0,,,,,,,,,3/29/2017 16:45,http://n2t.net/ark:/65665/3e89b807c-e140-4815-8ac0-ebc2240b657d
USNM 90817,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Glynn, P. W.",Jul-98,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",Pocillopora sp.,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Steere, J. B.",,,North Pacific Ocean,,,Philippines,,,,Southern Part Of Islands,,,,,,,,,,,,,,,39067,,,,,,,,,8/15/2018 14:12,http://n2t.net/ark:/65665/35c28c734-e1f6-4821-b634-f1c22d07be81
USNM 90820,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Kosmynin, Vladimir N., University of Georgia (UNITED STATES)",1995,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria","Pocillopora meandrina Dana, 1846",,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,4,,,,"Steere, J. B.",,,North Pacific Ocean,,,Philippines,,,,Southern Part Of Islands,,,,,,,,,,,,,,,39067,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/30b1bf2b5-b401-4dbc-9876-60d01a2f5202
USNM 90821,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",1991,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,,,,North Pacific Ocean,,,Philippines,,,,,13,122,,,,,,,,,,,,,0,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/32c16f562-dba3-4822-80a8-fb60bd7fb994
USNM 90824,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",1991,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,,,,North Pacific Ocean,,,Philippines,Agusan del Norte,,,"Mindanao Island, Taganaan, Off Bulbosa",,,,,,,,,,,,,,,0,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/3e8fde187-6334-4865-9198-3f64b644139d
USNM 90938,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Kropp, Roy K.",1984,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,5 ca.,,,,"Kropp, R. K.",15-Nov-84,,North Pacific Ocean,,,Micronesia,,,,"Caroline Islands, Pohnpei Islands, Pohnpei Island, Japutik Island, Lagoon, Patch Reef West Of Island",,,,,,,,,0 to 1,,,,,,359474,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/3e15ea1f5-9dc3-4379-9124-7eb1ab78f42d
USNM 90942,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Kropp, Roy K.",1984,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Kropp, R. K.",15-Nov-84,,North Pacific Ocean,,,Micronesia,,,,"Caroline Islands, Pohnpei Islands, Pohnpei Island, Japutik Island, Lagoon, Patch Reef West Of Island",,,,,,,,,0 to 1,,,,,,359474,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/38d07cc64-09d7-4941-9fe8-6d562668f468
USNM 91084,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",1991,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,1,,22-Jul-78,,North Pacific Ocean,,,Indonesia,Moluccas,,,"Halmahera Island, Bubale Island, Kau Bay",,,,SINGOU,,,,,,,,,,,351652,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/3adfd3f87-48e0-452c-96a5-a9ea143e307d
USNM 91161,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",1991,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Missen, R.",,,South Pacific Ocean,,,Australia,New South Wales,,,"Lord Howe Island, Ned's Beach, Eastern End",,,,,,,,,0.3 to 1.5,,,,,,0,,,,,,,,,2/26/2019 17:12,http://n2t.net/ark:/65665/3cd8a328b-8d6a-4cda-acb6-fa1764ea4f88
USNM 91170,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",1991,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Missen, R.",,,South Pacific Ocean,,,Australia,New South Wales,,,"Lord Howe Island, Ned's Beach, Eastern End",,,,,,,,,0.3 to 1.5,,,,,,0,,,,,,,,,2/26/2019 17:12,http://n2t.net/ark:/65665/3c9b588ea-f5e8-44c6-893f-cb21dfefe942
USNM 91176,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",1991,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,,,,South Pacific Ocean,,,Australia,New South Wales,,,"Lord Howe Island, Thompson's Hole, North Of Rabbit Island, Lagoon Reef",,,,,,,,,0.3 to 3.1,,,,,,0,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/34f40252a-0f35-4d7b-a411-1e1507ee1501
USNM 91189,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",1991,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,,,,South Pacific Ocean,,,Australia,New South Wales,,,Lord Howe Island,-31.55,159.08,,,,,,,,,,,,,0,,,,,,,,,3/11/2019 18:16,http://n2t.net/ark:/65665/3d5352962-4794-43f9-9a98-e0b128aa4820
USNM 91211,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",1991,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,,,,South Pacific Ocean,,,Australia,New South Wales,,,"Lord Howe Island, Between Shore And Rabbit Island",,,,,,,,,1,,,,,,0,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/364e2e26b-f27a-44a8-b830-27cdcd06b7da
USNM 91237,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",1991,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,,,,South Pacific Ocean,,,Australia,Queensland,,,"Great Barrier Reef, Heron Island, Reef Flat In Front Of Lab",-23.45,151.92,,,,,,,0.3,,,,,,0,,,,,,,,,10/23/2018 14:21,http://n2t.net/ark:/65665/3f6c8144d-f1c8-4e8b-a133-592bc57c4da9
USNM 91285,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,Yirrkala,,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,Yirrkala,,,South Pacific Ocean,Arafura Sea,,Australia,Northern Territory,,,Arnhemland,,,,,,,,,,,,,,,0,,,,,,,,,3/29/2017 16:39,http://n2t.net/ark:/65665/3bac697df-e71f-4369-8bab-7c500d0f69a7
USNM 91293,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",1991,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,1,,31-Aug-66,,Indian Ocean,,,Australia,Western Australia,,,"Barrow Island, Flacourt Bay",-20.87,115.32,,WAM - USNM Barrow Island Expedition,,,,,,,,,,,268722,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/3046ecd9d-39ef-4ad7-a8e8-5d0d8bcd209f
USNM 91313,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",1991,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,71,"Rosewater, J.",30-Oct-63,,North Pacific Ocean,,,Malaysia,,,,"Jerak Island, Due W Of Simbilau Islands + Mouth Of Perak River, E End Of Island",3.98,100.1,,IIOE,Te Vega R/V,2,,,,,,,,,323383,,,,,,,,,3/29/2017 16:41,http://n2t.net/ark:/65665/32de9756f-0218-4a91-ae63-c6d8f99c1957
USNM 92173,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Paulay, Gustav",,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,2,,,FHEN-15,"Paulay, G.",,,,,,Pitcairn Islands,,,,"Henderson Island, North Beach Trail, Ca. 1.9 Km Inland From Fossil Reef Crest",,,,,,,,,,,Pleistocene,,,,376791,,,,,,,,,3/29/2017 16:42,http://n2t.net/ark:/65665/357742aed-3b79-4565-aff9-27073e3710ad
USNM 92345,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History",Jan-93,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Faulkner, D. J.",14-Sep-74,,North Pacific Ocean,,,Palau,,,,"Ngeruktabel Island, Mekeald Lagoon",,,,,,,,,11,,,,,,334826,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/3e9f78952-7f3d-4c64-958d-2a737f6eff52
