Catalog Number,Kind of Object,Scientific Name,Family,Phylum,Class,Order,Identified By,Date Identified,Current Identification,Other Identifications,Type Status,Type Citations,Kind of Voucher,Classification,Common Name,Collection Name,Specimen Count,Sex and Stage,Preparation,Station Number,Collector(s),Date Collected,Collection Method,Ocean,Sea/Gulf,Bay/Sound,Country,Province/State,District/County,City/Town,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Expedition Name,Vessel,Cruise,River Basin,Microhabitat Description,Depth (m),Depth Notes,Geologic Age,Notes,Field Number(s),Other Numbers (Type : Value),Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
USNM 90224,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",1991,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,8,,,5161,United States Fish Commission,22-Feb-08,"Dredge - Johnston oyster, 9 ft",North Pacific Ocean,,,Philippines,"Sulu Archipelago, Tawitawi Group",,,"Tawitawi Island, Tataan Passage",5.1708,119.883,,Philippines Expedition,Albatross R/V,,,,29,,,,USFC/A5161,,0,,,,,,,,,3/29/2017 17:02,http://n2t.net/ark:/65665/3040113d7-7d29-4c43-ad5d-ef61e8814c15
USNM 90225,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",1991,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,2,,,5165,United States Fish Commission,24-Feb-08,"Dredge - Johnston oyster, 9 ft",North Pacific Ocean,,,Philippines,"Sulu Archipelago, Tawitawi Group",,,"Tawitawi Island, Sangasiapu Island",4.9722,119.842,,Philippines Expedition,Albatross R/V,,,,16,,,,USFC/A5165,,0,,,,,,,,,3/29/2017 17:02,http://n2t.net/ark:/65665/35e9fbd8c-6cc1-486c-8baf-7992c948da5f
USNM 90226,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",1991,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,4,,,5255,United States Fish Commission,18-May-08,"Trawl - Agassiz beam, 12 ft, with mud bag",North Pacific Ocean,Gulf of Davao,,Philippines,Davao,,,"Mindanao Island, Dumalag Island, 4.5 Miles NE of",7.05,125.65,,Philippines Expedition,Albatross R/V,,,,183,,,,USFC/A5255,,0,,,,,,,,,3/29/2017 17:02,http://n2t.net/ark:/65665/3f727e040-b7ae-4f59-b333-9a9b0a453c7a
USNM 90227,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",1991,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,5386D,United States Fish Commission,11-Mar-09,Dynamite,North Pacific Ocean,Gulf of Ragay,Canmahala Bay,Philippines,Camarines Sur,,,"Luzon Island, Canmahala Bay",,,,Philippines Expedition,Albatross R/V,,,,1.1 to 9,,,,USFC/A5386D,,0,,,,,,,,,3/29/2017 16:46,http://n2t.net/ark:/65665/38853f9c1-36a5-409e-80c8-b60fce4e8d70
USNM 90228,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",1991,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,5109,United States Fish Commission,15-Jan-08,"Multiple gears deployed, see GEAR NOTES",North Pacific Ocean,China Sea,,Philippines,Cavite,,,"Luzon Island, Fortune Island, West of",14.0625,120.275,,Philippines Expedition,Albatross R/V,,,,18 to 22,,,,USFC/A5109,,0,,,,,,,,,3/29/2017 17:02,http://n2t.net/ark:/65665/3a114d8b0-0ddb-48b7-bdb7-e9a132a8b8f2
USNM 90229,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",1991,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,4,,,5108,United States Fish Commission,15-Jan-08,"Trawl - Albatross Blake Beam, 9 ft, with mud bag",North Pacific Ocean,China Sea,,Philippines,Cavite,,,"Luzon Island, Fortune Island, West of",14.0847,120.329,,Philippines Expedition,Albatross R/V,,,,24 to 29,,,,USFC/A5108,,0,,,,,,,,,3/29/2017 17:02,http://n2t.net/ark:/65665/3145b50c8-902c-4d0c-8b13-edc12f1e57cb
USNM 90230,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",1991,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,5384A,United States Fish Commission,8-Mar-09,"Trawl - Agassiz beam, 12 ft, with mud bag",North Pacific Ocean,Gulf of Ragay,,Philippines,Masbate,,,"Burias Island, San Pascual",,,,Philippines Expedition,Albatross R/V,,,,0,,,,USFC/A5384A,,0,,,,,,,,,3/29/2017 16:46,http://n2t.net/ark:/65665/367ef2db8-7a88-4ce8-b990-0a7083e96fe7
USNM 90318,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",1991,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,5179,United States Fish Commission,25-Mar-08,"Trawl - Agassiz beam, 12 ft, with 3 mud bags",North Pacific Ocean,Sibuyan Sea,,Philippines,Romblon,,,"Tablas Island, Romblon Passage",12.6375,122.208,,Philippines Expedition,Albatross R/V,,,,68,,,,USFC/A5179,,0,,,,,,,,,3/29/2017 16:47,http://n2t.net/ark:/65665/33a9549b5-1131-481f-861e-440b602a2c8d
USNM 90319,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",1991,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,NOT REC.,United States Fish Commission,8-Jan-08,,North Pacific Ocean,,,Philippines,Zambales,,,"Luzon Island, Subic Bay, Port Binanga",14.75,120.25,,Philippines Expedition,Albatross R/V,,,,,,,,Shore,,0,,,,,,,,,3/29/2017 16:45,http://n2t.net/ark:/65665/393966d68-fa84-4f4f-9c93-2d73afd4686b
USNM 90320,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",1991,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,5155,United States Fish Commission,19-Feb-08,intermediate net 4,North Pacific Ocean,,,Philippines,"Sulu Archipelago, Tawitawi Group",,,"Tawitawi Island, Tataan Passage, Bacung Point",5.2278,119.956,,Philippines Expedition,Albatross R/V,,,,15,,,,USFC/A5155,,0,,,,,,,,,3/29/2017 17:02,http://n2t.net/ark:/65665/3bb3cc587-ef0b-402f-9093-d7c25347482c
USNM 90515,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",1991,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,Kellers; Pierce,,,North Pacific Ocean,,,Philippines,,,,"Luzon Island, Makajolon Island",,,,,,,,,,,,Loaned to John Pandolfi 2/17/98 Missing 5/29/13,,,99399,,,,,,,,,3/30/2017 18:27,http://n2t.net/ark:/65665/3f17e42f9-7626-4bf8-a0f3-d57f0e20368b
USNM 90532,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",1991,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Reese, A. M.",,,North Pacific Ocean,,,Philippines,Bataan,,,"Luzon Island, Mariveles",14.43,120.48,,,,,,,,,,,,,56023,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/3118a5fad-453b-4104-9a6e-9ea236c64635
USNM 90534,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",1991,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Reese, A. M.",,,North Pacific Ocean,,,Philippines,Bataan,,,"Luzon Island, Mariveles",14.43,120.48,,,,,,,,,,,,,56023,,,,,,,,,3/29/2017 16:57,http://n2t.net/ark:/65665/30b7baff4-5fe8-4635-8c76-14b02a0ab3e2
USNM 90597,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",1991,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,NOT REC.,United States Fish Commission,4-Feb-08,,North Pacific Ocean,,,Philippines,Antique,,,"Panay Island, Nogas Point",10.43,121.93,,Philippines Expedition,Albatross R/V,,,,,Surface,,,,,0,,,,,,,,,3/29/2017 17:00,http://n2t.net/ark:/65665/3a37ced33-4b8b-454a-8339-1ebdd7429c5f
USNM 90610,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",1991,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,SP-7-2,Smithsonian Oceanographic Sorting Center,15-May-78,,North Pacific Ocean,,,Philippines,Negros Oriental,,,"Negros Island, Bais Bay, South of",9.5717,123.15,,SIPHILEXP - Smithsonian Philippines Expedition,Sting Ray V R/V,,,,10 to 17,,,,,,0,,,,,,,,,3/29/2017 17:01,http://n2t.net/ark:/65665/3cddc2318-9309-4f83-85e0-eabed66623df
USNM 90836,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",1991,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,6 Fragment(s),,,,,,,North Pacific Ocean,,,Philippines,,,,,13,122,,,,,,,,,,,,,0,,,,,,,,,1/26/2017 20:27,http://n2t.net/ark:/65665/3f0054361-a7c1-46b6-b7cd-de4990736d58
USNM 90837,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",1991,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Mearns, E. A.",26-Jan-06,,North Pacific Ocean,,,Philippines,Zamboanga del Sur,,,"Sulu Archipelago, Basilan Island, Isabella Island",,,,,,,,,,,,,,,46501,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/32e1ca15c-4127-456d-9e18-debe7e0d53ae
USNM 90839,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",1991,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,15 Fragment(s),,,NOT REC.,United States Fish Commission,16-Jan-08,,North Pacific Ocean,,,Philippines,Batangas,,,"Luzon Island, Verde Island Passage, Nasugbu",14.12,120.67,,Philippines Expedition,Albatross R/V,,,,,,,,,,0,,,,,,,,,3/29/2017 16:45,http://n2t.net/ark:/65665/3b19e900b-4345-48ff-9cdd-468b059b2285
USNM 90844,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",1991,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,50 ca.,,,,"Steere, J. B.",,,North Pacific Ocean,,,Philippines,,,,Central Part Of Islands,,,,,,,,,,,,,,,39067,,,,,,,,,1/2/2020 20:43,http://n2t.net/ark:/65665/3998a40fd-c0d3-44d0-bf8b-809905f40816
USNM 90845,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",1991,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,40 ca.,,,,"Steere, J. B.",,,North Pacific Ocean,,,Philippines,,,,,,,,,,,,,,,,,,,39067,,,,,,,,,3/29/2017 16:56,http://n2t.net/ark:/65665/387cc3d52-dd90-4437-9e91-b1035aa707e0
USNM 90846,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",1991,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,70 ca.,,,,"Steere, J. B.",,,North Pacific Ocean,,,Philippines,,,,Southern Part Of Islands,,,,,,,,,,,,,,,39067,,,,,,,,,3/29/2017 16:57,http://n2t.net/ark:/65665/34d2193ef-e0ee-40c4-8e91-5573c8d7cd7b
USNM 90858,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",1991,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,2,,,,"Steere, J. B.",,,North Pacific Ocean,,,Philippines,,,,Southern Part Of Islands,,,,,,,,,,,,,,,39067,,,,,,,,,3/29/2017 16:57,http://n2t.net/ark:/65665/323896c9f-ac8d-4131-b5c0-3cd7457f2f35
USNM 90958,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Kropp, Roy K.",1984,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,2,,,,"Kropp, R. K.",17-Nov-84,,North Pacific Ocean,,,Micronesia,,,,"Caroline Islands, Pohnpei Islands, Ant Atoll, Imwinyap Island, Reef Front Off Island, 300 Yard West Of Pass",,,,,,,,,7,,,,,,359474,,,,,,,,,3/29/2017 16:56,http://n2t.net/ark:/65665/3e5e00995-4f94-4f47-a620-9f3fbd501df4
USNM 91080,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",1991,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,2,,,1,,22-Jul-78,,North Pacific Ocean,,,Indonesia,Moluccas,,,"Halmahera Island, Bubale Island, Kau Bay",,,,SINGOU,,,,,,,,,,,351652,,,,,,,,,10/20/2014 13:23,http://n2t.net/ark:/65665/343c6495c-f209-4f33-b60d-57a7e52e48e2
USNM 91081,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",1991,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,2 ca.,,,E4,,16-May-78,,North Pacific Ocean,,,Indonesia,Moluccas,,,"Halmahera Island, Loleba Island, Lee Wasile, 300 Ms From Shore",0.97,127.93,,SINGOU,,,,,3 to 4,,,,,,351652,,,,,,,,,10/20/2014 13:23,http://n2t.net/ark:/65665/3fbd4d19e-a427-4c03-a675-4a03573f87d7
USNM 91148,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",1991,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,4,,,101,"Rosewater, J.",25-Nov-63,,Indian Ocean,,,Indonesia,Sumatra,,,"Greater Sunda Islands, Sumatra Island, Batu Islands, Bai Island",-0.0292,98.5208,,IIOE,Te Vega R/V,2,,,0 to 2,,,,,,323383,,,,,,,,,3/29/2017 16:58,http://n2t.net/ark:/65665/312787ffd-aeac-4742-9cc6-2c0eb3eda98c
USNM 91169,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",1991,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Missen, R.",,,South Pacific Ocean,,,Australia,New South Wales,,,"Lord Howe Island, Ned's Beach, Eastern End",,,,,,,,,0.3 to 1.5,,,,,,0,,,,,,,,,2/26/2019 17:12,http://n2t.net/ark:/65665/3001057c7-d8a6-4698-9656-bfbfe08f68cd
USNM 91219,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",1991,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,,,,South Pacific Ocean,,,Australia,New South Wales,,,"Lord Howe Island, Comet Hole, Lagoon",,,,,,,,,7.6,,,,,,0,,,,,,,,,10/20/2014 13:24,http://n2t.net/ark:/65665/3aed7c46f-f69b-440f-9552-b498d535a8a6
USNM 91245,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",1991,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,,,,South Pacific Ocean,,,Australia,Queensland,,,"Great Barrier Reef, Heron Island, Reef Flat South Of Lab",-23.45,151.92,,,,,,,0.3,,,,,,0,,,,,,,,,3/29/2017 16:58,http://n2t.net/ark:/65665/3859061fc-a465-401d-84ff-911d7d25396e
USNM 92350,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Potts, Don C.",Mar-93,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,2 ca.,,,,"Faulkner, D. J.",,,North Pacific Ocean,,,Palau,,,,"Ngemelis Island, Cheleu Island, SW Wall",,,,,,,,,,,,,,,334826,,,,,,,,,3/29/2017 16:56,http://n2t.net/ark:/65665/302177ed5-6dc8-44bc-ad69-824880a0ebdf
USNM 93140,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Potts, Don C.",1-Apr-93,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,2,,,,"Faulkner, D. J.",,,North Pacific Ocean,,,Palau,,,,"Ngemelis Island, Bailechesengel Island, The Great Reef",,,,,,,,,,,,"Roll #25-7, Crown Of Thorns Coral",,,334826,,,,,,,,,9/16/2021 15:57,http://n2t.net/ark:/65665/3e8708569-b017-49b4-a867-5673034c2518
USNM 93376,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,5,"Hoeksema, B. W.",24-May-92,,South Pacific Ocean,Bismarck Sea,,Papua New Guinea,,,,"Madang, 'Mizegwadan Reef', Near Cri, Submerged Reef With Tripod Beacon, East Side",,,,,,,,,,,,,,specimen number : 5.5,399231,,,,,,,,,3/29/2017 16:41,http://n2t.net/ark:/65665/38db03f2b-8d1f-4d56-9f36-16e5f972502b
USNM 38155,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Vaughan, T. W.",,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Mayer, A. G.",,,South Pacific Ocean,,,Australia,Queensland,,,Murray Island,,,,,,,,,,,,,,Collector's Specimen Number : 19,,,,,,,,,,5/23/2019 15:58,http://n2t.net/ark:/65665/3a7d2927f-b8f2-492d-961c-fefe46599d17
USNM 1105457,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,5 ca.,,,"108, Sta. V","Bayer, F. M.",30-Jul-47,,North Pacific Ocean,,,Marshall Islands,,,,"Ralik Chain, Bikini Atoll, Outer Reef",,,,,,,,,,,,,,,176603,,,,,,,,,3/29/2017 19:40,http://n2t.net/ark:/65665/3ed26e422-ccdf-410d-b09e-a06c0cb6d0af
USNM 1114498,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Lang, J.",,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,8,,,,"Best, M. W.",24-Nov-76,,North Pacific Ocean,,,Marshall Islands,,,,"Ralik Chain, Enewetak Atoll, Jinimi Island Patch Reef, Leeward Lagoon by Island, Patch Reef-2",11.4511,162.396,,,,,,,1 to 2,,,,,specimen number : 507,324599,,,,,,,,,3/29/2017 16:48,http://n2t.net/ark:/65665/3a496c18f-d249-4951-87af-9e42c6df3281
USNM 1114723,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Veron, J. E.N.",,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,15 ca.,,,,"Best, M. W.",25-Nov-76,,North Pacific Ocean,,,Marshall Islands,,,,"Ralik Chain, Enewetak Atoll, Reefer 8 Pinnacle, Leeward Lagoon Pinnacle Reef Side-1",11.39,162.333,,,,,,,12 to 15,,,,,specimen number : 486,324599,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/3c1f3c71d-e63e-4457-9461-dffaa138182b
USNM 1128543,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Kosmynin, V. N.",1995,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,HA67-74,Felhmann,,,Indian Ocean,,,Seychelles,,,,"Aldabra Atoll, W. side of Passe Houaream, W. side of small peninsula",,,,,,,,,0 to 1,,,,,,273012,,,,,,,,,3/29/2017 16:49,http://n2t.net/ark:/65665/3f0d8e4a7-ca63-4d44-a3d1-16a3f8570dc9
USNM 1128545,Specimen/Lot,"Seriatopora hystrix Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Kosmynin, V. N.",,"Seriatopora hystrix Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,,,,Indian Ocean,Red Sea,,Egypt,,,,"Ghardaga, North of University Of Egypt Biological Station, Harbor Reef 2 fms. from reef edge",,,,,,,,,,,,,,,,,,,,,,,,11/18/2014 15:30,http://n2t.net/ark:/65665/3b4266bad-9d0c-4cd0-8e07-61929ae4872e
